region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,comes_furnished,laundry_options,parking_options,state
provo / orem,1165,apartment,904,2,1,1,1,0,0,w/d in unit,carport,ut
monroe,699,apartment,802,2,1,1,1,1,0,laundry on site,off-street parking,la
boulder,1399,apartment,847,1,1,1,1,0,0,w/d in unit,off-street parking,co
tampa bay area,1295,apartment,682,1,1,0,0,1,0,NA,NA,fl
potsdam-canton-massena,89.691,apartment,820,2,1,1,1,0,0,laundry in bldg,off-street parking,ny
salt lake city,1059,apartment,850,2,1,1,1,0,0,w/d in unit,carport,ut
amarillo,409,apartment,1125,4,2,1,1,1,1,w/d in unit,off-street parking,tx
kalamazoo,892,apartment,805,1,1,1,1,1,0,w/d in unit,off-street parking,mi
roanoke,735,apartment,950,2,1,1,0,1,0,w/d hookups,street parking,va
mcallen / edinburg,890,house,1102,2,2,0,0,1,0,w/d in unit,attached garage,tx
columbus,1088,house,2000,3,2.5,0,0,0,0,w/d hookups,carport,ga
provo / orem,1213,condo,1982,3,2.5,0,1,1,0,NA,NA,ut
las vegas,849,apartment,350,0,1,1,1,1,1,laundry on site,off-street parking,nv
jacksonville,929,apartment,760,1,1,1,1,0,0,w/d in unit,off-street parking,fl
charlotte,1014,apartment,622,1,1,0,0,1,0,NA,NA,nc
el paso,615,apartment,522,1,1,1,1,1,0,laundry on site,NA,tx
worcester / central MA,2489,apartment,1240,1,1,1,1,0,0,w/d in unit,detached garage,ma
portland,2799,apartment,1200,2,2,1,1,0,0,w/d in unit,attached garage,or
tucson,825,apartment,765,1,1,1,1,1,0,w/d in unit,carport,az
chicago,1900,house,3438,4,3,0,0,0,0,laundry in bldg,attached garage,il
omaha / council bluffs,1195,townhouse,1973,3,1.5,1,1,1,0,w/d hookups,attached garage,ia
omaha / council bluffs,1145,apartment,1050,2,2,0,0,1,0,NA,NA,ia
rhode island,1675,apartment,780,2,1,1,1,1,0,w/d in unit,street parking,ri
denver,1780,apartment,1252,2,2,1,1,0,0,w/d in unit,attached garage,co
reno / tahoe,1599,apartment,1158,3,2,1,1,1,0,w/d in unit,carport,nv
south florida,3500,apartment,1115,2,2.5,1,1,1,0,w/d in unit,attached garage,fl
tucson,785,apartment,704,1,1,1,1,0,0,w/d hookups,carport,az
inland empire,1565,apartment,961,2,2,1,1,1,0,w/d in unit,off-street parking,ca
charleston,970,apartment,685,1,1,0,0,1,0,NA,NA,sc
annapolis,1496,apartment,1055,2,2,1,1,1,0,NA,NA,md
richmond,1400,apartment,1100,2,1,1,1,0,0,laundry on site,off-street parking,va
las vegas,820,apartment,811,1,1,1,1,1,0,w/d in unit,carport,nv
baltimore,1294,apartment,655,1,1,1,1,1,0,NA,NA,md
holland,1220,apartment,1072,2,2,1,1,1,0,w/d in unit,attached garage,mi
fredericksburg,1149,apartment,1093,2,2.5,1,1,1,0,w/d hookups,NA,va
cleveland,1300,apartment,1619,3,3,1,1,1,0,NA,NA,oh
new orleans,1900,apartment,650,2,2,0,0,1,0,NA,NA,la
omaha / council bluffs,1005,apartment,759,1,1,0,0,0,0,w/d in unit,detached garage,ia
saginaw-midland-baycity,710,apartment,840,1,1,1,1,1,0,laundry in bldg,carport,mi
lynchburg,1250,apartment,2400,3,3,0,0,1,0,w/d hookups,off-street parking,va
cincinnati,900,apartment,860,2,0,1,1,1,0,NA,NA,oh
myrtle beach,900,apartment,950,2,2,0,0,1,0,NA,NA,sc
kennewick-pasco-richland,765,apartment,560,1,1,1,1,1,0,laundry in bldg,carport,wa
fayetteville,650,apartment,650,1,1,1,1,1,0,laundry on site,NA,nc
savannah / hinesville,935,apartment,900,2,1.5,1,1,1,0,laundry on site,NA,ga
spokane / coeur d'alene,845,apartment,635,1,1,1,1,0,0,laundry on site,carport,id
youngstown,975,house,1560,3,2,0,0,0,0,w/d hookups,detached garage,oh
high rockies,2200,house,1000,2,1,0,0,0,0,w/d in unit,detached garage,co
SF bay area,2095,apartment,1035,2,2,1,1,1,0,w/d in unit,carport,ca
fredericksburg,1648,house,1440,3,2,1,1,1,0,w/d hookups,attached garage,va
asheville,1195,apartment,983,2,2,1,1,1,0,w/d hookups,off-street parking,nc
topeka,900,house,1400,3,2,1,1,1,1,laundry on site,off-street parking,ks
san marcos,580,apartment,825,2,1,1,1,1,0,laundry on site,NA,tx
cleveland,645,apartment,800,2,1,1,1,1,0,NA,NA,oh
annapolis,1400,apartment,740,1,1,1,1,1,0,w/d in unit,off-street parking,md
lansing,690,apartment,916,2,1,1,1,1,0,w/d hookups,NA,mi
anchorage / mat-su,1100,apartment,700,2,1,0,0,0,0,laundry in bldg,off-street parking,ak
st cloud,930,apartment,717,1,1,1,1,0,0,w/d in unit,attached garage,mn
corvallis/albany,975,apartment,852,1,1,1,1,0,0,w/d in unit,carport,or
space coast,1135,apartment,1460,4,3,1,1,1,0,w/d hookups,NA,fl
new hampshire,1550,apartment,1094,3,1,1,1,1,0,w/d in unit,off-street parking,nh
lubbock,1000,apartment,1206,2,2,1,1,0,0,w/d hookups,carport,tx
inland empire,1810,apartment,1212,2,2,0,0,1,0,NA,NA,ca
central NJ,1485,apartment,710,1,1,1,1,0,0,w/d in unit,attached garage,nj
charleston,980,apartment,661,1,1,1,1,1,0,NA,NA,sc
lakeland,1045,apartment,900,2,2,1,1,1,0,w/d hookups,off-street parking,fl
columbia,899,apartment,1023,3,2,1,1,1,0,w/d hookups,off-street parking,sc
shreveport,979,apartment,1166,2,2,1,1,1,0,NA,NA,la
sarasota-bradenton,2100,house,1350,3,2,1,1,0,0,w/d in unit,attached garage,fl
fayetteville,1135,apartment,811,1,1,0,0,1,0,w/d in unit,NA,ar
sacramento,1321,apartment,650,1,0,1,1,1,0,NA,NA,ca
amarillo,615,apartment,364,0,1,1,1,0,1,laundry on site,NA,tx
wichita,578,apartment,750,2,1,1,1,1,0,NA,NA,ks
chicago,950,apartment,900,2,1,1,1,1,0,laundry in bldg,NA,il
buffalo,1375,house,1800,3,1.5,0,0,1,0,w/d hookups,attached garage,ny
"st louis, MO",575,apartment,710,2,1,1,1,1,0,laundry on site,off-street parking,il
panama city,1245,apartment,1050,1,1,1,1,1,0,w/d hookups,NA,fl
southeast IA,500,apartment,455,1,1,0,0,0,0,laundry in bldg,detached garage,ia
akron / canton,745,apartment,864,2,1,1,1,1,0,w/d hookups,off-street parking,oh
rochester,925,apartment,950,2,1,1,1,1,0,laundry in bldg,off-street parking,mn
austin,2306,apartment,1068,2,2,1,1,1,0,w/d in unit,NA,tx
greenville / upstate,1107,apartment,644,1,1,1,1,0,1,w/d in unit,NA,sc
phoenix,1074,apartment,716,1,1,1,1,1,0,w/d in unit,NA,az
amarillo,615,apartment,364,0,1,1,1,0,1,laundry on site,NA,tx
sioux city,644,apartment,560,1,1,0,0,0,0,NA,NA,ia
western massachusetts,1100,apartment,960,2,1,1,0,0,0,w/d hookups,off-street parking,ma
asheville,675,apartment,400,0,1,0,0,0,1,w/d in unit,off-street parking,nc
atlanta,1950,townhouse,1833,3,3,0,0,0,1,laundry on site,attached garage,ga
killeen / temple / ft hood,645,duplex,950,2,1,0,0,0,0,w/d in unit,off-street parking,tx
columbus,985,apartment,678,1,1,1,1,1,0,w/d in unit,off-street parking,oh
"kansas city, MO",698,apartment,758,1,1,0,0,0,0,laundry in bldg,NA,ks
ithaca,1252,apartment,882,1,1,1,1,1,0,laundry in bldg,off-street parking,ny
wichita,465,house,528,1,1,1,1,0,0,no laundry on site,off-street parking,ks
grand rapids,650,apartment,665,3,2,0,0,1,0,NA,NA,mi
san marcos,749,apartment,989,2,2,1,1,1,1,w/d in unit,NA,tx
chicago,950,condo,800,1,1,1,0,0,0,w/d in unit,off-street parking,il
tucson,995,apartment,980,2,2,1,1,1,0,w/d in unit,carport,az
indianapolis,743,apartment,900,2,1,1,1,1,0,laundry on site,NA,in
eau claire,899,apartment,840,2,1,1,0,1,0,w/d in unit,detached garage,wi
madison,1310,apartment,1200,3,2,1,1,1,0,laundry on site,off-street parking,wi
rochester,650,apartment,710,1,1,1,1,1,0,laundry on site,off-street parking,mn
florida keys,2900,townhouse,1080,2,2.5,1,1,0,0,w/d in unit,carport,fl
charlotte,890,apartment,561,1,1,0,0,1,0,laundry on site,off-street parking,nc
des moines,673,apartment,623,1,1,0,0,1,0,NA,NA,ia
lakeland,989,apartment,910,1,1,1,1,1,0,w/d in unit,off-street parking,fl
atlanta,1270,apartment,1145,2,2.5,0,0,1,0,NA,NA,ga
new haven,1450,apartment,1000,2,1,1,1,1,0,laundry in bldg,detached garage,ct
jacksonville,948,apartment,700,1,1,0,0,1,0,NA,NA,fl
portland,1551,apartment,961,2,2,1,1,1,0,w/d in unit,NA,or
huntsville / decatur,1070,apartment,830,1,1,1,1,1,0,w/d in unit,NA,al
shreveport,700,apartment,1000,2,1,0,0,0,0,no laundry on site,carport,la
"st louis, MO",89.691,apartment,789,1,1,1,1,1,0,laundry on site,off-street parking,il
fort collins / north CO,1379,apartment,1050,2,2,1,1,1,0,w/d hookups,NA,co
boston,2100,apartment,975,2,1.5,1,1,0,0,laundry on site,off-street parking,ma
augusta,1200,apartment,698,1,1,1,1,0,0,w/d in unit,off-street parking,ga
champaign urbana,1059,apartment,1664,4,3,1,1,1,0,w/d in unit,off-street parking,il
northwest GA,1270,apartment,1149,2,2,1,1,1,0,w/d in unit,off-street parking,ga
manhattan,925,house,1200,3,1,1,1,1,0,w/d hookups,off-street parking,ks
albany,721,apartment,1111,2,1.5,1,1,1,0,w/d hookups,off-street parking,ga
anchorage / mat-su,1132,townhouse,1044,2,1.5,0,0,1,0,w/d hookups,attached garage,ak
college station,619,apartment,900,2,1,1,1,1,0,w/d hookups,NA,tx
houston,1085,apartment,750,1,1,0,0,1,0,NA,NA,tx
gainesville,697,apartment,700,1,1,1,1,1,0,NA,NA,fl
manhattan,810,apartment,1012,2,2,0,0,1,0,NA,NA,ks
bend,1375,apartment,990,2,2,0,1,0,0,w/d in unit,carport,or
asheville,1186,apartment,1035,2,1,0,0,1,0,NA,NA,nc
bismarck,1155,apartment,1365,3,2,0,0,0,0,w/d in unit,detached garage,nd
maine,725,apartment,650,1,1,0,0,0,0,laundry on site,off-street parking,me
minneapolis / st paul,2050,apartment,1150,2,2,1,1,1,1,w/d in unit,attached garage,mn
winston-salem,795,apartment,1248,3,2,1,1,1,0,w/d hookups,off-street parking,nc
louisville,1059,townhouse,1340,3,0,1,1,1,0,w/d hookups,off-street parking,ky
"quad cities, IA/IL",1200,house,1716,4,1.5,1,1,1,0,NA,detached garage,il
charleston,890,house,2080,3,2,0,1,1,0,NA,attached garage,sc
south jersey,89.691,apartment,800,1,1,1,1,0,0,laundry on site,off-street parking,nj
fort collins / north CO,1295,apartment,820,2,1,1,1,1,0,w/d hookups,off-street parking,co
champaign urbana,1595,apartment,883,2,2,0,0,0,0,w/d in unit,off-street parking,il
ann arbor,825,apartment,995,2,1,1,1,1,0,laundry in bldg,off-street parking,mi
fresno / madera,1369,apartment,1377,3,2,1,1,0,0,laundry in bldg,NA,ca
chattanooga,1175,apartment,1250,3,2,1,1,1,0,w/d in unit,NA,tn
appleton-oshkosh-FDL,950,apartment,900,2,2,0,0,1,0,NA,NA,wi
grand forks,595,apartment,704,2,1,0,0,0,0,laundry in bldg,off-street parking,nd
atlanta,970,apartment,750,1,1,1,1,1,0,w/d hookups,NA,ga
kennewick-pasco-richland,852,apartment,565,1,1,0,0,1,0,NA,NA,wa
pueblo,900,apartment,1740,3,2,0,0,1,0,w/d in unit,off-street parking,co
columbus,849,apartment,1254,2,2,1,1,0,0,w/d hookups,off-street parking,ga
las vegas,1250,apartment,1041,2,2,1,1,1,0,w/d in unit,carport,nv
lexington,699,apartment,600,1,1,1,1,1,0,w/d in unit,off-street parking,ky
atlanta,1410,apartment,1130,2,2,1,1,1,0,laundry on site,off-street parking,ga
anchorage / mat-su,1140,apartment,820,3,1,1,1,1,0,laundry on site,NA,ak
oklahoma city,850,apartment,600,2,1,1,1,0,0,laundry on site,off-street parking,ok
lancaster,1025,apartment,900,1,1,0,0,1,0,NA,NA,pa
austin,1495,apartment,1076,2,2,1,1,1,0,NA,NA,tx
charlottesville,1500,townhouse,1239,3,1.5,0,0,1,0,laundry on site,off-street parking,va
st george,750,apartment,1117,3,2,1,1,1,0,NA,NA,ut
fayetteville,865,apartment,850,1,1,1,1,1,0,w/d hookups,NA,nc
champaign urbana,1500,apartment,906,2,2,0,0,0,1,w/d in unit,off-street parking,il
bismarck,1700,apartment,820,1,1,0,0,0,0,w/d in unit,detached garage,nd
kenai peninsula,1600,house,2090,3,2,0,1,0,0,w/d in unit,attached garage,ak
ann arbor,1526,apartment,535,0,1,1,1,1,0,w/d in unit,carport,mi
chicago,850,apartment,700,1,1,0,0,1,0,no laundry on site,carport,il
richmond,780,apartment,620,1,1,0,0,1,0,NA,NA,va
cincinnati,1455,apartment,879,1,1,1,1,1,0,w/d hookups,NA,oh
mansfield,500,house,105,3,1,0,0,1,0,NA,NA,oh
san diego,1899,apartment,650,1,1,0,0,1,0,NA,NA,ca
madison,1750,apartment,800,2,2,1,1,0,0,laundry in bldg,attached garage,wi
college station,769,apartment,900,2,1,1,1,1,0,laundry on site,NA,tx
eugene,2150,apartment,1019,2,2,1,1,0,0,w/d in unit,off-street parking,or
portland,1361,apartment,700,1,1,1,1,1,0,w/d in unit,NA,or
inland empire,1533,apartment,963,2,2,1,1,0,0,w/d hookups,off-street parking,ca
el paso,670,apartment,650,2,1,1,1,1,0,laundry on site,off-street parking,tx
"st louis, MO",525,apartment,725,1,1,0,0,1,0,laundry in bldg,off-street parking,il
hartford,1286,apartment,1116,2,1,1,1,1,0,laundry on site,NA,ct
salem,1095,apartment,884,2,1,0,1,0,0,w/d hookups,carport,or
glens falls,1200,apartment,1200,3,1,1,1,0,0,w/d hookups,off-street parking,ny
tallahassee,1517,apartment,1124,2,2,1,1,1,0,w/d in unit,attached garage,fl
tallahassee,845,apartment,718,1,1,1,1,1,0,laundry on site,NA,fl
tucson,1015,apartment,815,2,2,1,1,0,0,w/d in unit,carport,az
montgomery,575,apartment,720,1,1,0,0,1,0,laundry on site,NA,al
columbus,925,apartment,800,1,1,1,1,1,0,w/d in unit,detached garage,oh
atlanta,1222,apartment,1518,3,2,1,1,1,0,w/d hookups,off-street parking,ga
modesto,1295,apartment,842,1,1,1,1,1,0,laundry on site,carport,ca
inland empire,2850,house,3908,4,3,0,0,1,0,w/d hookups,attached garage,ca
dayton / springfield,810,townhouse,1000,2,1.5,1,1,1,0,w/d hookups,off-street parking,oh
western massachusetts,1400,apartment,1200,2,1,0,0,0,1,laundry in bldg,attached garage,ma
rhode island,1275,apartment,1300,1,1,0,0,1,0,w/d hookups,off-street parking,ri
shreveport,695,apartment,950,2,1,1,1,1,0,NA,NA,la
south jersey,1640,apartment,1142,2,2,1,1,0,0,w/d in unit,off-street parking,nj
auburn,970,apartment,1226,2,2,1,1,1,0,w/d hookups,NA,al
amarillo,509,apartment,700,2,2,1,1,1,1,w/d in unit,off-street parking,tx
chattanooga,864,townhouse,1015,2,1.5,1,1,1,0,w/d hookups,off-street parking,tn
greensboro,799,apartment,900,2,2,0,0,1,0,w/d hookups,NA,nc
salt lake city,1391,apartment,900,1,1,1,1,0,0,w/d in unit,carport,ut
winston-salem,795,apartment,1248,3,2,1,1,1,0,w/d hookups,off-street parking,nc
jersey shore,800,apartment,1211,2,2,0,0,1,0,w/d in unit,NA,nj
jersey shore,1800,apartment,748,1,1,1,1,0,0,w/d in unit,street parking,nj
southern maryland,510,house,735,3,3,0,0,1,0,NA,NA,md
tyler / east TX,1035,manufactured,1216,3,2,1,1,1,0,w/d hookups,off-street parking,tx
rochester,1065,loft,935,1,1,1,1,0,0,laundry in bldg,off-street parking,ny
boulder,1858,apartment,1040,3,2,1,1,0,0,laundry in bldg,off-street parking,co
portland,1300,apartment,680,1,1,1,0,0,0,laundry in bldg,street parking,or
inland empire,1795,apartment,774,1,1,1,1,0,1,w/d in unit,detached garage,ca
billings,850,duplex,840,2,1,0,0,0,0,w/d hookups,street parking,mt
corpus christi,850,apartment,774,1,1,1,1,1,0,laundry in bldg,NA,tx
mattoon-charleston,300,apartment,1300,3,1,0,0,1,0,NA,off-street parking,il
ithaca,595,townhouse,1800,4,2,1,1,0,1,w/d in unit,off-street parking,ny
fresno / madera,89.691,apartment,700,1,1,0,0,0,0,laundry on site,carport,ca
san diego,1295,apartment,600,1,1,1,0,1,0,laundry on site,carport,ca
boston,2375,apartment,1251,2,2,1,1,1,0,w/d in unit,NA,ma
charleston,1270,apartment,1176,2,2,1,1,0,0,w/d in unit,off-street parking,sc
fresno / madera,1289,apartment,1100,3,2,1,1,1,0,w/d in unit,carport,ca
decatur,654,apartment,600,1,1,1,1,1,0,NA,off-street parking,il
sioux city,1190,apartment,1222,2,2,0,0,1,0,w/d in unit,attached garage,ia
long island,3365,apartment,1478,2,2,1,1,0,0,w/d in unit,attached garage,ny
chicago,2050,condo,991,1,1,0,0,1,0,w/d in unit,attached garage,il
champaign urbana,695,apartment,1750,4,3,1,1,0,0,NA,NA,il
ames,1800,house,1116,3,2,0,0,0,0,w/d hookups,detached garage,ia
tucson,651,apartment,645,1,1,1,1,1,0,NA,NA,az
orange county,1284,apartment,630,1,1,1,1,1,0,w/d hookups,carport,ca
sacramento,1375,apartment,875,2,1,1,1,1,0,laundry on site,carport,ca
erie,2700,apartment,1500,3,1,0,0,0,1,w/d in unit,off-street parking,pa
duluth / superior,900,apartment,1300,2,1,0,0,0,0,w/d hookups,detached garage,mn
flint,999,manufactured,1456,3,2,1,1,1,0,w/d in unit,off-street parking,mi
waco,699,apartment,653,1,1,1,1,1,0,w/d hookups,NA,tx
jacksonville,964,apartment,859,1,1,1,1,1,0,w/d in unit,street parking,nc
san antonio,689,apartment,575,1,1,1,1,1,0,w/d hookups,NA,tx
fort wayne,1524,apartment,1327,2,2,1,1,0,0,w/d hookups,attached garage,in
houma,1160,house,2056,4,1.5,1,1,1,0,NA,NA,la
fresno / madera,1425,duplex,1136,3,2,1,1,1,0,w/d hookups,attached garage,ca
tuscaloosa,639,apartment,1396,3,3,0,0,1,0,NA,NA,al
abilene,799,apartment,912,2,2,1,1,1,0,w/d hookups,off-street parking,tx
lincoln,894,apartment,773,1,1,1,1,0,0,w/d in unit,street parking,ne
north jersey,1190,apartment,750,1,1,1,0,1,0,laundry in bldg,off-street parking,nj
los angeles,1950,apartment,800,2,1,1,1,1,0,laundry on site,street parking,ca
pittsburgh,1195,apartment,860,2,1,0,0,1,0,NA,NA,pa
las vegas,960,apartment,1074,2,1,1,1,1,0,w/d in unit,carport,nv
battle creek,818,apartment,1050,2,2,1,1,1,0,laundry on site,off-street parking,mi
pensacola,725,duplex,700,2,1,1,1,0,0,w/d hookups,off-street parking,fl
tulsa,685,apartment,900,2,1.5,1,1,1,0,w/d hookups,off-street parking,ok
reno / tahoe,1496,apartment,1167,2,2,0,0,1,0,NA,NA,ca
oklahoma city,89.691,apartment,702,1,1,1,1,1,0,w/d in unit,carport,ok
nashville,1129,apartment,972,2,2,0,0,1,0,NA,NA,tn
inland empire,2295,apartment,1181,3,2,0,0,1,0,NA,NA,ca
sarasota-bradenton,1423,apartment,1140,2,2,1,1,1,0,w/d in unit,NA,fl
treasure coast,1529,apartment,1407,3,3,1,1,1,0,w/d hookups,attached garage,fl
salt lake city,1059,apartment,782,1,1,1,1,1,0,w/d in unit,carport,ut
lafayette,875,apartment,852,2,1,1,1,1,0,w/d hookups,off-street parking,la
las vegas,2195,house,2200,4,3,1,1,0,0,w/d in unit,attached garage,nv
boulder,1405,apartment,825,1,1,1,0,0,0,w/d in unit,off-street parking,co
stockton,1200,apartment,860,2,1,0,0,1,0,NA,NA,ca
gulfport / biloxi,675,apartment,852,2,2,1,1,1,0,laundry on site,off-street parking,ms
savannah / hinesville,960,apartment,1150,2,2,1,1,1,0,w/d hookups,off-street parking,ga
nashville,1020,apartment,964,2,1.5,1,1,1,0,laundry on site,off-street parking,tn
bloomington,635,apartment,508,1,1,1,1,1,0,laundry on site,off-street parking,in
corpus christi,875,apartment,663,1,1,1,1,1,0,NA,NA,tx
des moines,715,apartment,630,1,1,0,0,0,0,w/d in unit,off-street parking,ia
oklahoma city,800,apartment,960,2,1,0,0,0,0,w/d hookups,off-street parking,ok
greensboro,795,apartment,1280,3,2,1,1,1,0,w/d hookups,off-street parking,nc
sarasota-bradenton,1680,apartment,1146,2,2,1,1,0,0,w/d in unit,street parking,fl
wichita,495,apartment,600,1,1,1,1,1,0,laundry in bldg,off-street parking,ks
columbia,750,apartment,685,1,1,0,0,1,0,NA,NA,sc
myrtle beach,950,townhouse,1100,2,1.5,0,0,1,1,w/d in unit,off-street parking,sc
sioux falls / SE SD,770,apartment,820,1,1,1,1,1,0,NA,NA,sd
la crosse,775,apartment,751,1,1,1,0,0,0,no laundry on site,attached garage,wi
annapolis,1573,apartment,567,0,1,0,0,1,0,NA,NA,md
buffalo,1200,apartment,750,1,1,1,0,1,0,laundry in bldg,off-street parking,ny
champaign urbana,1090,apartment,830,2,2,0,0,0,1,w/d in unit,off-street parking,il
ft myers / SW florida,907,apartment,650,1,1,0,0,1,0,NA,NA,fl
asheville,1260,apartment,1096,2,2,0,0,1,0,NA,NA,nc
stockton,1015,apartment,373,0,1,1,1,1,0,laundry on site,NA,ca
albuquerque,899,apartment,908,2,1,0,0,1,0,laundry on site,NA,nm
norfolk / hampton roads,1509,apartment,1280,3,2,1,1,1,0,w/d in unit,off-street parking,va
roseburg,1195,apartment,988,2,2,1,1,0,0,w/d in unit,carport,or
western maryland,1576,apartment,1056,2,1.5,1,1,1,0,w/d hookups,NA,md
dayton / springfield,650,apartment,660,1,1,1,0,1,0,laundry in bldg,off-street parking,oh
boulder,1510,apartment,756,1,1,1,1,0,0,w/d hookups,off-street parking,co
winston-salem,89.691,apartment,706,1,1,1,1,1,0,w/d hookups,NA,nc
san marcos,1115,apartment,1115,3,2,1,1,1,0,NA,NA,tx
medford-ashland,1400,house,1200,2,2,0,0,0,0,w/d hookups,attached garage,or
akron / canton,700,house,1309,4,1.5,1,1,1,0,w/d hookups,off-street parking,oh
sioux city,820,apartment,1115,3,2,1,1,1,0,w/d in unit,off-street parking,ia
houston,975,house,1373,3,1,0,0,1,0,w/d hookups,attached garage,tx
tallahassee,1467,apartment,1124,2,2,1,1,1,0,w/d in unit,attached garage,fl
des moines,880,apartment,996,1,1,0,0,0,0,NA,NA,ia
corpus christi,945,apartment,890,2,2,1,1,1,0,w/d hookups,NA,tx
bakersfield,995,apartment,921,2,1,1,1,1,0,laundry in bldg,carport,ca
western massachusetts,968,apartment,572,1,1,1,0,1,0,NA,NA,ma
reno / tahoe,1468,apartment,1167,2,2,0,0,1,0,NA,NA,ca
boise,1200,apartment,795,1,1,1,1,0,0,w/d in unit,off-street parking,id
texoma,815,apartment,836,2,1,1,1,1,0,laundry on site,off-street parking,ok
chicago,1050,apartment,680,1,0,1,1,0,0,laundry in bldg,NA,il
daytona beach,730,apartment,600,1,1,1,1,1,0,NA,NA,fl
jacksonville,695,apartment,920,2,1,1,1,1,0,laundry on site,off-street parking,nc
bloomington-normal,610,apartment,860,2,1,1,1,1,0,NA,street parking,il
inland empire,1899,apartment,723,1,1,0,0,1,0,NA,NA,ca
albuquerque,1305,apartment,1210,3,0,1,1,1,0,NA,NA,nm
north jersey,2440,apartment,1016,2,2,1,1,0,0,w/d in unit,attached garage,nj
jacksonville,1009,apartment,1218,3,2,1,1,0,0,w/d hookups,NA,fl
north jersey,2150,condo,857,1,1.5,0,0,0,0,laundry on site,off-street parking,nj
orlando,1113,apartment,1175,2,2,1,1,0,0,w/d in unit,off-street parking,fl
